LISTA DE ARTICULOS
CODIGO    DESCRIPCION PRODUCTO                                        STOCK     PRECIO    NUM VENDIDOS  MONTO VENDIDO  NUM NO VENDIDOS  MONTO PERDIDO  
UDR-957   Refrigeradora ECOTT 423 IXL                                    12      861.70           0          0.00              0              0.00
RAH-420   Cocina a gas Pro 6550 INOX                                      8      157.01           0          0.00              0              0.00
JDQ-505   Lavadora Modelo Aquamatic                                       6     1572.31           0          0.00              0              0.00
PPX-620   Aire acondicionado tipo split                                   5     2873.42           0          0.00              0              0.00
XZG-521   Secadora Electrica FAQE7001LW                                  23      704.27           0          0.00              0              0.00
VJI-529   Horno Empotrable Electrico                                     28     1102.67           0          0.00              0              0.00
JCW-489   Conservadora Exibidora CMVE-250                                17     2064.97           0          0.00              0              0.00
OTS-581   Galaxy Note 8.0                                                 8     2653.10           0          0.00              0              0.00
UTN-601   Autoradio XAV-601 BT                                           19      562.51           0          0.00              0              0.00
TZY-323   Terma a gas                                                    63     2341.01           0          0.00              0              0.00
TXM-139   Televisor LED FULL HD 3D                                       40     1092.95           0          0.00              0              0.00
ADX-669   Refrigeradora cap. 220 litros                                   3     1239.38           0          0.00              0              0.00
QRC-609   Camara de video EOS                                            20     1806.66           0          0.00              0              0.00
YJD-279   Cocina a gas Florencia                                         26     1028.43           0          0.00              0              0.00
AHB-459   Reproductor DVD Portatil TV 7                                   6      685.50           0          0.00              0              0.00
MMA-577   Congeladora Horizontal 252 Lts.                                25     1780.30           0          0.00              0              0.00
VCL-867   Cocina a gas Rubi 2                                            33      699.07           0          0.00              0              0.00
JDC-028   Puntero Laser                                                  24       30.48           0          0.00              0              0.00
JXD-139   Terma Evolucion Soltu                                          41      586.02           0          0.00              0              0.00
KQA-580   Cocina Empotrable Glassy Plus                                  35     2907.92           0          0.00              0              0.00
XSD-310   Refrigeradora No frost                                         39     2259.93           0          0.00              0              0.00
YYU-726   Reproductor DVD Portatil                                       26      767.82           0          0.00              0              0.00
EVN-510   Cocina a gas FFG3011LB                                          5     2672.30           0          0.00              0              0.00
LZK-729   Cocina a gas Kristel                                            0     2850.91           0          0.00              0              0.00
AQS-362   Teclado Inalambrico USB                                        48      233.05           0          0.00              0              0.00
AWT-354   Galaxy Gear                                                     9     3409.22           0          0.00              0              0.00
CJE-310   Mini componente GPX33                                          10     3643.39           0          0.00              0              0.00
KWP-672   Televisor UHD TV                                               32     1625.30           0          0.00              0              0.00
DOV-560   Impresora Laser Mutifuncion Monocromatica                       2     1203.14           0          0.00              0              0.00
RBE-789   Televisor SMART TV                                              9     3303.07           0          0.00              0              0.00
KCO-488   Ventilador de pared                                            19      679.60           0          0.00              0              0.00
KSO-608   Secadora Modelo Italica                                        13      914.17           0          0.00              0              0.00
TKM-141   Cocina a gas Marsella                                          33      402.24           0          0.00              0              0.00
QUU-384   Lavavajilla Blue Touch                                         47     2545.54           0          0.00              0              0.00
VRR-793   Rack Giratorio 32/60                                           56      241.71           0          0.00              0              0.00
SAM-013   Cocina a gas FFG3047SL                                          8     2275.18           0          0.00              0              0.00
YMU-875   Cocina a gas Plermo Quarzo                                     12     3232.10           0          0.00              0              0.00
SSD-176   Refrigeradora Linea Gallery                                    60      567.71           0          0.00              0              0.00
DFJ-952   Cocina a gas Prestige 60 INOX                                  23     3342.77           0          0.00              0              0.00
BZS-261   Cocina a gas Trento                                             4     3087.87           0          0.00              0              0.00
ARS-231   Audifonos Stereos                                              14      327.62           0          0.00              0              0.00
SJQ-827   Reproductor Multimedia Touch Screen                            23     1719.56           0          0.00              0              0.00
UJV-290   Cocina a gas Fassina Plus                                      20     2423.26           0          0.00              0              0.00
QTK-083   Congeladora Conservador Vertical 476 Lts.                      22     2682.73           0          0.00              0              0.00
EQY-018   Radio AM/FM stereo RMU-51C                                      0      301.73           0          0.00              0              0.00
OQI-373   Cocina Empotrable Premio Plus                                  49      906.16           0          0.00              0              0.00
OTH-462   Lavadora Semi-Automatica                                       37      531.04           0          0.00              0              0.00
XTE-383   Rack Fijo 32/60                                                 1      261.01           0          0.00              0              0.00
ZVA-180   Refrigeradora 322 litros                                       29     2903.13           0          0.00              0              0.00
BCN-855   Cocina a gas Bahia Can                                         10     4015.92           0          0.00              0              0.00
PQH-935   Rack Giratorio 26/32                                            1       94.45           0          0.00              0              0.00
LYZ-614   Impresore Mutifuncional Expression XP-211                      10     3510.84           0          0.00              0              0.00
FYF-898   Proyector a color                                               2     1160.46           0          0.00              0              0.00
OPJ-039   Secadora de Ropa                                               24     2765.64           0          0.00              0              0.00
CNN-411   Congeladora Side by Side                                        9     2296.29           0          0.00              0              0.00
KJX-387   Ventilador de techo                                            35      613.19           0          0.00              0              0.00
JFC-432   DVD DVM-L79                                                    42      307.67           0          0.00              0              0.00
EJW-346   Campana Extractora                                              8      359.70           0          0.00              0              0.00
EBI-299   Cocina a gas Fridare                                           33     2287.57           0          0.00              0              0.00
FEG-454   Sillon masajeador                                               6     1695.70           0          0.00              0              0.00
YEZ-591   Lavadora WA                                                    12     1320.03           0          0.00              0              0.00
UXG-019   Terma de acumulacion                                           39      934.91           0          0.00              0              0.00
FVB-607   Cocina a gas Essenza BL                                        13     2953.07           0          0.00              0              0.00
RDT-761   Horno Microondas con dorador                                   46      904.95           0          0.00              0              0.00
BWD-036   Cocina Empotrable Klimatica                                    34     1086.34           0          0.00              0              0.00
TMN-884   Secadora de mano                                               26      310.65           0          0.00              0              0.00
ZXK-295   Cocina Empotrable Electrica                                     8     3679.43           0          0.00              0              0.00
DIQ-718   Horno Microondas de Conveccion Cello                           28      390.80           0          0.00              0              0.00
BTO-226   Friobar                                                         8      863.19           0          0.00              0              0.00
DFF-034   Grabadora de voz digital portátil con USB integrado            17      259.25           0          0.00              0              0.00
OFS-384   Parlantes Bluetooth                                            34      805.22           0          0.00              0              0.00
YZD-580   Mini componente ESX8                                           14     1582.29           0          0.00              0              0.00
OTW-288   Cavba de Vinos GE cap. 34 botellas                             27     1119.18           0          0.00              0              0.00
UOD-420   Mini componente ESX6                                            7      828.94           0          0.00              0              0.00
IDO-503   Laptop GamerVictus de 15.6                                     11     3935.17           0          0.00              0              0.00
VDD-853   Deshumedecedor  FAD30D7TSSW 3.4L 25-30m2                       24     1095.67           0          0.00              0              0.00
VTV-269   Extractor de aire                                               8      854.48           0          0.00              0              0.00
XZR-640   Lavadora-Secadora FWD                                          14     2390.58           0          0.00              0              0.00
DON-719   Secadora de Cabello SG-3035                                    32      360.69           0          0.00              0              0.00
HTY-123   Refrigeradora GM-S604ULV                                        0     1173.33           0          0.00              0              0.00
LWG-915   Cocina a gas Murano                                            23     1101.47           0          0.00              0              0.00
JYQ-045   Horno Microondas 1.2 p3                                        11      267.15           0          0.00              0              0.00
AWB-345   Deshumedecedor DM-189H                                         60      800.37           0          0.00              0              0.00
YGV-332   Impresora Led Color                                             8     2517.66           0          0.00              0              0.00
HLR-109   Parlantes inalambricos                                         18      439.47           0          0.00              0              0.00
MQR-442   Reloj Digital RMM-29                                           21      271.66           0          0.00              0              0.00
GBD-525   Refrigeradora Puertas Mágicas                                  13     2700.95           0          0.00              0              0.00
DEV-433   Parlantes portatiles SHOQBOX                                   13     2698.74           0          0.00              0              0.00
OXP-732   Televisor OLED 4K UHD Google TV Smart 77 XR-77A80L LA8         24    16504.47           0          0.00              0              0.00
FVQ-662   Cocina a gas Pro 6300 INOX                                     42     1060.68           0          0.00              0              0.00
DEN-125   Rack Fijo 26/32                                                 5      562.46           0          0.00              0              0.00
CRU-009   Lavavajilla                                                    28     2655.78           0          0.00              0              0.00
RSE-049   Radio CD/DVD - TV                                               9     4037.51           0          0.00              0              0.00
BRD-969   Centro de Lavado Electrico                                     41     2579.72           0          0.00              0              0.00
CIM-038   Cocina Empotrable Petra                                        68     2544.64           0          0.00              0              0.00
CNQ-172   Congeladora Horizontal 364 Lts.                                15     3689.62           0          0.00              0              0.00
QFR-958   Cocina a gas Bavaro                                             9     1607.46           0          0.00              0              0.00
TYF-885   Videojuego TW 4                                                34      794.14           0          0.00              0              0.00
VVS-017   Tablets MW 0731                                                 7     2599.72           0          0.00              0              0.00
BXY-119   Cocina Empotrable Klimatica                                    35     2716.11           0          0.00              0              0.00
GKG-558   Horno Microondas MS2042D                                       12     1674.24           0          0.00              0              0.00
UCX-285   Galaxy Tab 3                                                    6     3290.93           0          0.00              0              0.00
WZD-331   Refrigeradora ECOTT 465 IX                                     26     1213.79           0          0.00              0              0.00
AFL-718   Vinera                                                         57     1664.97           0          0.00              0              0.00
JJN-837   Lavadora Tecnologia Wobbie                                     25     1979.92           0          0.00              0              0.00
KDA-627   Cocina a gas Ijasmin                                            2     1424.46           0          0.00              0              0.00
PVZ-181   Ventilador circular                                            10      309.77           0          0.00              0              0.00
ISU-815   Audifonos                                                      18      619.89           0          0.00              0              0.00
OWN-701   Olla arrocera                                                  16      220.82           0          0.00              0              0.00
HFM-021   Horno Electrico                                                20      726.91           0          0.00              0              0.00
GBJ-693   Radio CD                                                       21      314.20           0          0.00              0              0.00
FQG-293   Rapiducha Premiun                                              42     2784.31           0          0.00              0              0.00
XBD-314   Cocina a gas Fassina                                           13     1444.90           0          0.00              0              0.00
QIL-029   Mini componente Shake-5                                        16     2990.55           0          0.00              0              0.00
ZWF-661   Impresora Led                                                  24     2731.61           0          0.00              0              0.00
QHC-492   Terma Solucion                                                 41     1907.23           0          0.00              0              0.00
XLF-273   Centro de Lavado a Gas                                         48     2371.95           0          0.00              0              0.00
XOA-735   Congeladora Vertical 392 Lts.                                  14     2708.07           0          0.00              0              0.00
FLW-631   Radio Reloj Despertador                                         3      819.04           0          0.00              0              0.00
ZEX-027   Tablet Xperia Z                                                34     3843.75           0          0.00              0              0.00
QJO-060   Televisor LED FULL HD                                           1     2704.14           0          0.00              0              0.00
GXF-122   Televisor Ultra HDTV                                           23     1110.16           0          0.00              0              0.00
QFP-254   Calentador electrico instantaneo                               43      180.65           0          0.00              0              0.00
DUG-251   Cocina a gas FFG3047SL                                         28     1597.96           0          0.00              0              0.00
III-576   Campana Extractora Venus Plus                                  43     1077.65           0          0.00              0              0.00
IHG-413   Parlant Y pedestal PAM-83                                      16      317.70           0          0.00              0              0.00
QQB-968   Refrigeradora 484 litros                                        0     1452.92           0          0.00              0              0.00
